"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"98","U",61,"4",71935,23,"O","M",76,1249.74,60
"99","A",52,"0",22872,23,"O","M",60,15114.86,35
"00","M",42,"0",75442,39,"D","F",52,30673.98,30
"98","A",37,"2",61391,42,"D","F",55,19016.07,32
"99","U",61,"1",16224,30,"O","F",26,804.26,52
"00","C",59,"0",17736,4,"O","M",36,9053.02,37
"98","A",81,"2",47373,16,"P","M",29,17459.89,47
"00","M",48,"1",80187,36,"P","F",54,24577.32,31
"02","M",40,"1",110792,40,"P","F",38,21887.88,35
"98","M",41,"0",7675,40,"P","F",78,24246.36,65
"00","B",36,"3",77508,42,"P","F",51,13280.36,30
"98","M",57,"4",42217,32,"O","F",30,36195.11,45
"00","B",66,"4",55978,27,"P","F",75,13052.77,58
"01","M",63,"0",21417,28,"O","F",59,30163.45,34
"02","M",37,"1",30231,4,"D","M",49,26048.8,30
"99","M",65,"3",69789,14,"O","M",25,20496.02,54
"00","M",46,"2",28524,37,"D","F",40,33413.43,33
"98","C",61,"4",11556,30,"P","F",51,8263.98,30
"02","M",85,"3",52487,4,"D","M",60,35315.21,35
"99","M",60,"1",81506,25,"D","M",33,39595.48,41
"00","C",87,"4",52208,20,"D","F",77,6403.71,63
"98","M",64,"3",112706,28,"P","F",56,29755.27,32
"02","C",51,"3",52723,34,"P","F",62,7073.75,37
"01","C",47,"2",8556,13,"O","M",68,5801.88,45
"01","A",65,"4",1158,28,"D","F",52,15786.03,30
"98","U",61,"3",11176,14,"P","M",75,2394.51,58
"99","B",32,"1",85190,18,"P","M",49,10802.67,30
"02","C",54,"0",2229,13,"O","M",70,6957.16,48
"98","M",41,"2",100109,23,"D","M",57,34659.9,33
"01","C",34,"1",116544,24,"D","M",44,9980.99,31
"01","M",82,"2",53148,19,"D","F",59,31963.01,34
"01","C",32,"1",87482,44,"O","F",57,6512.47,33
"98","A",80,"0",31977,20,"D","F",34,15745.03,39
"98","M",54,"1",115494,14,"P","M",19,25461.27,68
"00","M",74,"3",42472,23,"P","F",73,31186.69,54
"98","A",75,"0",89318,15,"D","M",43,17633.35,32
"00","M",74,"3",115758,23,"P","M",79,30651.79,68
"00","M",83,"3",76309,18,"D","F",56,30588.41,32
"00","M",35,"4",22558,42,"O","F",75,38709.96,58
"02","M",33,"0",73852,22,"D","M",72,34135.43,52
"01","M",44,"1",66039,38,"D","F",69,23509.06,47
"98","A",85,"1",113706,18,"D","F",71,19591.12,50
"00","M",74,"4",66212,23,"D","F",22,31901.45,60
"02","M",83,"1",91922,18,"P","F",22,35442.04,60
"00","M",78,"0",37707,21,"D","F",39,22140.54,34
"02","M",64,"1",88760,28,"P","F",62,23529.87,37
"98","B",59,"4",13783,17,"O","M",56,13770.45,32
"01","B",79,"2",43027,20,"O","F",72,12748.96,52
"99","U",68,"4",52331,26,"D","F",73,2257.26,54
"98","M",54,"4",54191,33,"P","F",52,28003.6,30
"98","M",58,"4",68056,31,"P","F",47,21905.41,30
"99","M",44,"4",59830,14,"D","M",48,20288.42,30
"00","C",52,"0",73225,2,"O","M",40,8644.91,33
"99","M",43,"4",22355,38,"P","F",22,30871.69,60
"98","M",58,"0",119345,31,"O","F",49,34418.94,30
"98","M",41,"4",40825,40,"D","F",63,38457.48,38
"98","M",83,"3",64204,18,"O","F",23,23486.27,58
"01","B",61,"1",4363,30,"D","F",76,10927.05,60
"01","M",83,"2",90591,9,"D","M",40,28025.46,33
"99","M",58,"2",49478,22,"O","M",44,38362.69,31
"01","C",73,"3",18024,24,"P","F",21,8610.75,63
"02","M",58,"3",78210,6,"P","M",28,36438.72,48
"99","A",74,"3",57754,12,"P","M",48,17659.14,30
"98","M",58,"3",46821,23,"D","M",25,21136.25,54
"01","M",55,"0",69316,16,"D","M",34,25600.14,39
"02","U",77,"4",66288,22,"D","F",47,1944.26,30
"01","M",69,"2",72179,26,"O","F",34,29745.08,39
"02","C",73,"4",94036,24,"P","F",47,9516.25,30
"00","M",90,"0",5987,13,"O","M",42,20568.8,32
"99","M",44,"1",109565,16,"D","M",30,33053.28,45
"00","M",47,"3",50344,36,"P","F",26,39836.93,52
"98","M",59,"0",73277,30,"O","F",27,35809.74,50
"02","M",42,"0",4304,39,"P","F",67,37000.68,44
"00","C",69,"1",108638,21,"O","M",71,9260.25,50
"99","B",55,"1",93303,32,"D","F",73,13031.86,54
"01","C",65,"1",30518,2,"O","M",29,9184.84,47
"01","M",68,"2",71931,26,"D","F",27,23987.84,50
"00","M",67,"4",27570,7,"D","M",38,35044.03,35
"01","C",53,"4",21346,34,"P","F",45,7787.06,31
"99","B",80,"4",112835,19,"O","M",64,12684.66,39
"99","C",55,"1",118756,32,"O","F",46,9875.41,30
"00","M",84,"3",75654,9,"P","M",60,37243.42,35
"00","U",40,"0",9501,40,"P","F",50,1309.81,30
"00","M",36,"1",8043,42,"P","F",71,32566.99,50
"00","M",49,"1",11393,3,"O","M",60,27281.04,35
"99","M",84,"4",49191,18,"D","F",38,34949.79,35
"01","A",48,"4",84966,36,"O","F",71,16801.78,50
"99","B",60,"3",34206,20,"D","M",55,13533.38,32
"99","M",34,"2",113564,43,"O","F",70,26494.09,48
"02","U",90,"3",103444,1,"O","M",35,2778.69,38
"98","M",68,"3",66919,26,"P","F",65,38498.57,41
"00","M",52,"3",47441,12,"D","M",57,26167.93,33
"98","A",50,"4",68001,35,"P","F",33,15958.26,41
"99","M",75,"4",74587,7,"P","M",27,34666.51,50
"00","M",87,"4",59004,10,"P","M",48,33336.57,30
"99","M",37,"1",78272,42,"P","F",64,21838.81,39
"99","M",45,"2",19065,38,"D","F",66,27173.09,42
"98","A",76,"4",35071,22,"P","F",63,19582.66,38
"02","M",64,"2",5656,28,"P","F",54,20378.8,31
"99","C",39,"3",85532,8,"D","M",47,7689.85,30
"02","B",59,"4",104683,22,"O","M",56,14075.02,32
"01","M",85,"0",16119,18,"D","F",71,31507.89,50
"00","M",60,"0",896,30,"P","F",79,33376.67,68
"98","C",34,"3",115758,43,"O","F",33,5184.19,41
"01","C",38,"2",34567,41,"O","F",47,4373.46,30
"00","M",42,"3",71967,39,"P","F",52,37328.46,30
"01","M",42,"3",76127,39,"O","F",41,27547.62,33
"01","M",60,"4",25898,30,"P","F",69,38628.45,47
"98","M",34,"2",80016,43,"O","F",22,28915.91,60
"02","M",41,"3",119123,40,"O","F",29,35827.15,47
"01","M",49,"2",81543,36,"D","F",76,39328.04,60
"98","M",77,"3",109183,11,"O","M",28,22433.7,48
"98","A",58,"4",5819,31,"D","F",77,18150.71,63
"00","U",63,"4",53296,28,"D","F",26,2632.37,52
"99","U",72,"3",102620,24,"O","F",74,1859.56,56
"99","A",50,"0",90459,35,"D","F",30,15350.55,45
"02","C",31,"0",99565,10,"O","M",44,8105.07,31
"99","M",46,"3",72647,11,"D","M",63,31702.21,38
"98","B",71,"3",22094,24,"D","F",29,14534.96,47
"02","M",74,"0",75725,23,"D","F",49,28276.67,30
"99","C",64,"3",45073,28,"D","F",20,8140.34,65
"99","A",34,"0",109027,21,"O","M",72,19624.11,52
"00","M",45,"4",106731,38,"P","F",26,32993.66,52
"99","M",41,"1",26309,40,"D","F",25,23579.72,54
"98","M",51,"3",50094,34,"P","F",43,29155.1,32
"02","M",35,"0",59070,42,"O","F",66,24743.58,42
"01","M",84,"1",18333,16,"O","M",52,38815.45,30
"99","M",54,"0",50385,3,"D","M",62,38792.53,37
"02","U",63,"0",31779,23,"D","M",56,1125.23,32
"99","U",57,"0",105215,3,"D","M",66,1787.56,42
"98","B",47,"2",77981,36,"O","F",47,12061.97,30
"99","B",48,"0",3592,36,"P","F",73,10082.43,54
"98","U",75,"0",25595,7,"D","M",74,785.61,56
"99","M",56,"0",5143,32,"P","F",24,38753.91,56
"02","M",81,"4",44144,16,"O","M",21,24093.82,63
"00","A",59,"4",109181,30,"O","F",64,16077.79,39
"01","M",47,"1",15848,36,"P","F",67,26188.99,44
"99","B",81,"0",2920,23,"P","M",26,12877.17,52
"02","M",45,"2",75635,38,"O","F",29,32900.01,47
"02","C",39,"2",117471,23,"P","M",60,9224.57,35
"02","M",44,"3",29273,38,"D","F",62,31821.98,37
"99","M",32,"0",63915,5,"O","M",78,21508.39,65
"99","A",77,"4",87274,7,"P","M",26,17379.47,52
"98","M",34,"3",81957,43,"O","F",80,39911.47,70
"02","M",76,"3",8287,22,"O","F",29,32655.31,47
"98","M",77,"2",116645,14,"D","M",58,30678.49,33
"01","C",40,"1",65999,17,"D","M",28,3938.88,48
"98","C",68,"0",5106,15,"P","M",70,8251.25,48
"01","B",42,"4",116640,7,"O","M",58,10024.87,33
"99","M",67,"1",109645,26,"P","F",76,26093.65,60
"02","M",66,"4",72545,9,"O","M",47,22677.09,30
"99","M",65,"1",105741,25,"O","M",70,31169,48
"02","B",68,"0",52362,26,"O","F",19,10894.28,68
"00","B",33,"0",76569,7,"D","M",65,12272.77,41
"01","M",70,"3",61912,7,"P","M",56,27763.32,32
"02","U",50,"3",12767,5,"O","M",20,1366.52,65
"99","B",45,"1",81491,13,"D","M",30,10355.92,45
"02","M",78,"3",117750,15,"D","M",26,32644.93,52
"00","M",85,"3",86093,18,"P","F",54,33941.72,31
"99","A",70,"3",11580,25,"P","F",72,19032.78,52
"02","A",34,"3",43367,43,"O","F",28,18258.36,48
"02","A",70,"0",77448,25,"O","F",40,15854.25,33
"99","U",30,"0",1975,45,"P","F",27,1950.72,50
"00","M",85,"4",119243,4,"D","M",44,25511.11,31
"99","C",74,"0",60122,24,"O","M",32,8528.4,42
"98","A",84,"3",44446,18,"D","F",79,16000.62,68
"99","C",44,"3",49294,13,"O","M",58,5360.16,33
"98","C",61,"4",83677,30,"O","F",42,6889.76,32
"98","C",83,"3",29124,18,"O","F",27,4449.09,50
"99","M",70,"1",40361,13,"D","M",53,29259.53,31
"99","C",67,"1",42462,18,"O","M",39,5732.27,34
"02","C",74,"4",10793,17,"P","M",77,3571.25,63
"99","B",55,"3",104987,32,"D","F",57,14368.02,33
"02","M",31,"4",80204,136.282881717198,"P","M",25,28524.01,54
"00","M",89,"1",84731,16,"P","F",18,30978.19,70
"98","M",32,"1",85874,44,"D","F",26,39437.59,52
"99","B",89,"1",81687,17,"O","M",28,10858.98,48
"01","C",34,"4",102427,20,"D","M",49,4100.27,30
"02","B",34,"2",113769,5,"O","M",24,11201.81,56
"01","U",38,"3",23795,24,"O","M",25,1814.29,54
"02","M",63,"0",70071,16,"O","M",71,35283.28,50
"98","C",80,"0",5195,20,"P","F",79,5858.96,68
"99","B",34,"4",35065,43,"D","F",74,14881.38,56
"01","M",85,"2",80271,7,"P","M",78,25266.4,65
"00","M",48,"0",95376,36,"O","F",58,22531.99,33
"01","B",87,"0",93141,16,"D","F",36,11448.06,37
"99","C",83,"1",112060,24,"O","M",68,8423.97,45
"98","U",71,"3",31490,3,"D","M",34,2113.14,39
"98","M",90,"0",3825,15,"P","M",23,34897.91,58
"99","C",50,"2",18561,14,"O","M",54,5864.81,31
"00","M",53,"4",23466,34,"P","F",49,39581.7,30
"02","A",79,"1",57238,19,"D","M",45,16224.49,31
"02","A",74,"2",46949,24,"P","M",36,18813.66,37
"02","M",39,"3",26684,22,"D","M",55,23329.35,32
"98","M",84,"4",74218,18,"P","F",74,25828.1,56
"00","M",70,"2",102581,16,"O","M",46,25233.52,30
"02","C",49,"3",29699,12,"P","M",44,7392.06,31
"01","U",72,"2",104840,19,"D","M",27,1405.43,50
"01","M",36,"2",98973,42,"O","F",42,23186.66,32
"99","A",72,"4",7229,19,"D","M",55,17981.53,32
"99","M",76,"0",56234,22,"D","F",24,23407.87,56
"99","C",70,"4",83795,25,"P","F",36,5509.29,37
"99","M",54,"3",25130,18,"D","M",22,33308.71,60
"00","M",44,"4",42667,22,"D","M",70,27955.84,48
"98","C",79,"3",80216,2,"D","M",21,4088.27,63
"02","U",56,"3",66132,2,"D","M",64,2339.49,39
"98","M",78,"0",70828,11,"D","M",73,39769.88,54
"01","A",59,"1",57552,4,"P","M",19,17963.44,68
"02","B",70,"3",101357,25,"O","F",40,14138.79,33
"98","M",57,"1",4810,18,"O","M",29,25530.75,47
"99","M",89,"4",65707,5,"O","M",76,32452.55,60
"00","M",58,"4",98320,31,"O","F",74,35801.83,56
"02","B",69,"1",50194,26,"P","F",20,14028.11,65
"99","M",47,"4",84760,8,"O","M",71,20377.01,50
"99","M",83,"0",92432,23,"O","M",29,26712.04,47
"99","M",76,"2",119603,22,"P","F",41,37005.28,33
"01","M",60,"1",57090,30,"P","F",60,20066.74,35
"01","A",89,"0",89074,16,"O","F",60,19189,35
"01","M",56,"2",84066,32,"O","F",63,23578.77,38
"02","M",58,"2",23570,19,"O","M",22,23102.12,60
"98","M",88,"0",91919,16,"D","F",41,32749.57,33
"98","B",41,"1",26802,21,"O","M",21,13077.8,63
"99","B",55,"2",106491,16,"D","M",31,13026.35,44
"98","M",41,"1",52153,40,"D","F",80,24955.52,70
"02","M",45,"0",98434,38,"O","F",60,21350.79,35
"99","A",67,"4",25831,26,"O","F",62,17519.56,37
"02","A",69,"0",40663,26,"D","F",48,18651.56,30
"01","M",54,"2",2612,7,"P","M",68,34943.59,45
"98","M",64,"1",107502,28,"D","F",54,35884.92,31
"00","M",42,"0",8983,9,"P","M",38,21311.13,35
"02","B",59,"4",47408,1,"D","M",27,14425.52,50
"01","U",36,"2",17446,11,"D","M",74,2688.21,56
"02","M",85,"1",100273,6,"O","M",38,31735.76,35
"02","B",74,"4",2432,11,"P","M",21,14509.3,63
"00","M",64,"4",21266,135.090465371031,"O","F",39,38467.47,34
"99","M",75,"0",92860,11,"O","M",76,32978.47,60
"00","B",42,"4",72765,39,"O","F",32,10410.69,42
"98","M",77,"1",5573,9,"D","M",50,37486.83,30
"00","M",72,"0",7870,136.141622166615,"P","M",55,24966.37,32
"01","M",33,"3",67553,11,"D","M",25,34051.01,54
"00","M",50,"0",3516,35,"P","F",78,38237.7,65
"99","M",35,"3",13559,42,"P","F",36,30858.05,37
"02","M",44,"0",5449,18,"P","M",47,20840.58,30
"00","C",79,"0",29746,20,"O","F",43,5083.06,32
"98","A",70,"4",46974,7,"P","M",35,18670.75,38
"00","M",90,"3",11185,15,"O","F",34,20930.95,39
"01","M",87,"1",82338,16,"P","F",46,21488.19,30
"02","M",33,"1",27867,44,"P","F",27,22568.48,50
"98","M",36,"2",119797,23,"P","M",53,33150.55,31
"99","B",31,"3",56609,44,"D","F",47,11003.75,30
"01","C",88,"1",7037,5,"P","M",33,7734.89,41
"98","B",31,"4",20702,17,"P","M",69,12808.83,47
"99","B",65,"1",25531,28,"O","F",32,14445.48,42
"99","M",70,"2",6962,4,"P","M",80,24155.46,70
"99","C",64,"2",45467,28,"D","F",24,8239.59,56
"01","M",81,"1",48778,7,"D","M",39,26487.06,34
"98","M",56,"0",9966,32,"D","F",74,30599.32,56
"99","C",31,"4",93991,11,"D","M",50,4771.1,30
"02","C",65,"4",90385,28,"D","F",33,6889.98,41
"00","M",44,"1",70889,38,"O","F",77,35838.03,63
"01","B",30,"0",41491,11,"D","M",70,12094.5,48
"98","M",61,"1",32746,30,"D","F",25,24339.85,54
"01","M",35,"4",67107,42,"D","F",38,25483.63,35
"02","M",49,"4",66019,36,"P","F",52,39046.67,30
"02","M",63,"4",52445,23,"P","M",29,31427.68,47
"99","B",87,"1",43746,16,"O","F",35,11539.82,38
"98","M",80,"0",98482,20,"D","M",31,30206.83,44
"98","M",38,"1",104989,41,"D","F",46,28860.65,30
"00","B",38,"3",6097,5,"O","M",54,13727.72,31
"99","A",72,"1",85648,24,"O","F",69,15422.65,47
"01","U",37,"0",86552,10,"O","M",33,1094.04,41
"99","M",57,"1",31109,32,"O","F",27,24446.92,50
"01","C",36,"3",52987,15,"O","M",24,8108.69,56
"00","C",71,"3",20922,19,"P","M",30,6753.24,45
"99","M",46,"4",26667,14,"P","M",36,24797.96,37
"02","C",87,"4",5987,16,"O","F",39,5029.45,34
"98","B",64,"2",70269,28,"P","F",50,14653.92,30
"02","M",40,"4",88486,40,"D","F",49,26753.97,30
"01","M",46,"1",86414,14,"O","M",50,37891.49,30
"98","U",40,"1",71915,8,"O","M",42,2015.64,32
"02","M",88,"1",113480,16,"P","F",34,37623.25,39
"99","C",67,"2",34531,26,"O","F",26,9509.8,52
"98","M",60,"2",61786,1,"O","M",77,29412.45,63
"01","U",61,"4",64540,30,"O","F",43,1591.67,32
"00","C",81,"2",26835,2,"D","M",35,7290.52,38
"99","C",89,"3",62634,11,"P","M",61,4816.3,36
"01","M",86,"2",7504,17,"D","F",56,37663.74,32
"00","M",30,"0",23307,15,"D","M",27,35275.59,50
"01","A",46,"3",83404,37,"D","F",60,15697.44,35
"99","M",71,"0",78283,133.671120884828,"O","M",75,25845.11,58
"00","B",77,"2",101257,12,"P","M",59,13084.12,34
"00","M",87,"1",90887,16,"D","F",62,26917.74,37
"01","M",31,"3",46946,44,"D","F",71,34112.06,50
"99","B",74,"3",64253,23,"O","F",39,11419.06,34
"98","A",37,"0",3364,42,"P","F",28,16040.89,48
"01","M",81,"0",18075,20,"O","F",62,22512.9,37
"01","M",87,"1",113778,8,"P","M",41,26436.89,33
"00","C",73,"2",61214,3,"P","M",31,8021.98,44
"99","U",79,"3",89007,9,"D","M",61,1885.33,36
"98","M",85,"1",24972,12,"D","M",55,26246.86,32
"01","B",44,"3",22032,38,"O","F",29,12575.49,47
"99","M",63,"2",117773,12,"O","M",67,25709.14,44
"98","B",76,"4",40634,22,"P","F",69,11842.3,47
"98","M",65,"1",101160,5,"D","M",31,35302.6,44
"98","C",48,"3",22340,36,"D","F",26,7912.02,52
"98","C",68,"0",18433,26,"D","F",29,3810.84,47
"00","M",88,"3",58976,16,"P","F",68,28369.87,45
"98","C",46,"3",62436,20,"D","M",22,7844.97,60
"98","B",76,"1",54167,22,"O","F",38,12911.76,35
"99","M",69,"0",3977,11,"P","M",26,33079.35,52
"02","M",70,"1",47747,21,"D","M",71,25267.3,50
"99","B",82,"1",60025,20,"P","M",30,13881.54,45
"00","B",34,"3",27755,17,"D","M",56,11703.91,32
"98","M",54,"2",62243,16,"O","M",52,23917.95,30
"01","U",67,"4",83463,20,"D","M",25,732.4,54
"00","M",51,"3",84575,34,"O","F",79,37248.71,68
"01","B",74,"1",37047,15,"O","M",47,13201.18,30
"98","C",64,"4",115939,28,"O","F",72,4510.36,52
"02","M",63,"2",19503,28,"D","F",59,36982.88,34
"98","M",44,"4",73770,18,"O","M",19,20914.37,68
"00","M",46,"2",69066,37,"P","F",48,23284.96,30
"98","B",86,"2",36065,17,"P","F",36,13144.86,37
"02","M",60,"4",96572,12,"P","M",49,26343.27,30
"00","M",57,"4",67408,8,"O","M",40,36808.6,33
"99","A",88,"4",41203,16,"D","F",43,19553.19,32
"99","B",54,"3",112232,33,"P","F",72,11967.26,52
"00","B",35,"3",19943,42,"P","F",32,11180.37,42
"02","M",72,"0",45092,24,"D","F",21,39836.13,63
"01","B",34,"1",107688,20,"P","M",23,13950.71,58
"00","M",57,"1",29288,7,"P","M",21,29548.74,63
"98","M",61,"1",99557,30,"P","F",33,27012.31,41
"01","M",72,"4",15620,24,"O","F",66,25644.77,42
"01","M",41,"3",87605,40,"D","F",45,28665.66,31
"02","U",41,"0",3040,40,"P","F",62,1778.56,37
"01","M",74,"4",103786,11,"O","M",66,22123.72,42
"01","M",38,"0",69543,131.018737405539,"D","F",32,33774.19,42
"98","B",46,"4",25966,14,"D","M",42,11319.58,32
"98","M",55,"4",7701,22,"O","M",56,26970.04,32
"99","A",89,"1",108542,3,"D","M",71,19711.44,50
"02","M",42,"0",36850,4,"O","M",37,34361.58,36
"00","C",47,"0",2198,18,"P","M",76,9520.55,60
"98","M",52,"1",110824,34,"O","F",28,25023.04,48
"99","B",46,"1",53045,37,"D","F",72,11801.14,52
"02","B",59,"0",5878,30,"P","F",35,10347.63,38
"98","M",31,"2",5327,44,"P","F",45,29118.99,31
"00","B",36,"4",93910,42,"O","F",25,12622.66,54
"98","A",34,"4",65992,13,"D","M",57,17263.73,33
"02","B",88,"1",113296,5,"D","M",79,14718.49,68
"01","M",32,"1",49664,15,"P","M",39,32984.58,34
"00","M",84,"1",35405,18,"D","F",66,30564.19,42
"00","A",36,"3",94121,42,"D","F",18,19383.76,70
"01","M",57,"3",40655,32,"P","F",36,39137.83,37
"99","M",60,"1",4528,30,"P","F",34,25909.11,39
"99","M",42,"1",111234,1,"D","M",64,21351.8,39
"99","M",65,"1",6510,28,"P","F",65,35587.52,41
"98","A",41,"2",39298,40,"D","F",41,17197.22,33
"99","A",31,"2",98651,44,"D","F",67,16969.78,44
"99","M",37,"0",8411,12,"P","M",71,34112.32,50
"00","C",37,"0",8457,42,"P","F",18,5441.81,70
"99","M",70,"2",51503,25,"P","F",74,32815.76,56
"99","M",78,"2",57772,20,"P","M",65,34911.99,41
"00","M",87,"1",35225,16,"P","F",65,33358.48,41
"01","C",35,"2",119231,8,"D","M",70,9544.34,48
"98","A",39,"0",9745,23,"O","M",55,15205.22,32
"02","M",85,"3",27638,18,"O","F",79,29755.52,68
"99","M",60,"1",76810,30,"P","F",46,34291.96,30
"98","M",33,"1",78289,20,"O","M",57,20340.48,33
"99","M",61,"3",46564,30,"D","F",27,35070.6,50
"02","C",41,"1",112044,15,"P","M",23,7862.54,58
"01","C",33,"4",38201,1,"D","M",32,9971.18,42
"01","C",81,"1",37930,11,"O","M",48,7388.61,30
"02","C",65,"0",51832,12,"D","M",48,6297.14,30
"01","M",33,"3",51583,44,"D","F",59,34929.74,34
"01","B",32,"0",8266,44,"P","F",34,14717.02,39
"98","U",67,"3",15955,13,"P","M",36,1223.67,37
"99","M",61,"0",88872,30,"O","F",30,33488.4,45
"00","M",81,"3",1028,20,"P","F",73,33031.53,54
"02","M",66,"1",81597,27,"D","F",47,29404.4,30
"02","M",68,"3",19589,139.975550279487,"O","M",30,26141.43,45
"01","C",76,"4",22632,21,"O","M",60,4587.72,35
"02","M",87,"1",29570,7,"D","M",44,39511.44,31
"02","M",82,"4",19223,19,"O","F",62,24816.51,37
"02","B",55,"1",94465,4,"P","M",54,11046.48,31
"00","M",38,"1",18687,24,"P","M",52,35122.16,30
"00","M",82,"2",20365,19,"O","F",37,35320.01,36
"00","M",48,"1",67749,4,"P","M",59,20129.57,34
"01","A",64,"1",64855,28,"P","F",52,18851.24,30
"98","M",70,"2",41445,17,"P","M",32,31813.87,42
"01","M",61,"3",65597,18,"O","M",40,27735.97,33
"00","M",52,"3",61835,16,"O","M",63,35166.49,38
"02","M",66,"1",113233,27,"P","F",49,30839.52,30
"01","M",73,"3",102465,5,"D","M",45,33417.26,31
"98","M",74,"0",78190,23,"D","F",57,23293.38,33
"98","M",70,"1",102618,14,"D","M",33,21886.17,41
"98","B",34,"3",19675,19,"D","M",68,10058.49,45
"98","U",86,"1",47516,12,"P","M",20,659.43,65
"02","C",89,"0",63080,16,"D","F",78,3706.04,65
"98","U",81,"4",37326,17,"O","M",61,999.78,36
"00","M",56,"4",10253,32,"P","F",33,36041.76,41
"99","M",31,"4",111036,44,"D","F",24,38355.37,56
"02","U",69,"4",6478,26,"O","F",77,1432.66,63
"99","A",88,"0",71003,11,"D","M",80,15714.38,70
"98","C",34,"1",116572,11,"D","M",51,6017.62,30
"02","C",33,"4",106276,44,"P","F",68,3672.9,45
"01","M",60,"1",111224,30,"O","F",22,36506.86,60
"99","M",46,"0",7726,24,"D","M",63,22378.29,38
"01","M",68,"0",97031,26,"D","F",38,20181.76,35
"01","M",32,"3",14255,44,"D","F",62,31422.64,37
"02","M",43,"1",110673,10,"O","M",73,31773.53,54
"98","U",34,"3",80524,14,"P","M",76,1531.32,60
"02","M",87,"4",30741,16,"O","F",77,33704.34,63
"01","A",56,"1",77440,32,"D","F",71,15505.4,50
"00","M",75,"2",82632,22,"O","F",22,30739.54,60
"01","B",77,"3",10922,18,"O","M",61,14497.49,36
"02","M",35,"0",8740,10,"P","M",72,23111.11,52
"01","A",67,"3",24226,26,"D","F",62,16824.59,37
"99","M",50,"3",95831,8,"P","M",75,35342.32,58
"99","M",85,"1",104444,18,"P","F",27,26551.85,50
"02","C",61,"2",71323,3,"D","M",76,7717.47,60
"01","U",89,"4",35686,9,"O","M",36,922.22,37
"99","M",48,"3",46306,20,"D","M",65,32452.71,41
"99","A",87,"1",9782,13,"O","M",60,17716.39,35
"99","A",73,"2",24653,24,"O","F",29,15012.29,47
"99","U",58,"3",67836,13,"P","M",20,1001.14,65
"01","M",65,"3",1435,28,"D","F",51,37808.49,30
"99","M",65,"0",18515,7,"D","M",54,30450.39,31
"98","M",72,"4",74195,10,"P","M",54,36825.65,31
"02","M",31,"3",62229,44,"O","F",51,38940.73,30
"01","C",43,"4",65729,22,"P","M",27,5449.99,50
"02","M",51,"1",114209,18,"O","M",56,24952.64,32
"02","M",31,"0",4069,44,"P","F",73,34506.09,54
"01","M",66,"2",81609,27,"P","F",20,36090.69,65
"01","C",40,"2",9237,28,"D","F",69,7713.69,47
"00","C",82,"0",7388,8,"O","M",25,7813.77,54
"00","B",37,"4",8083,9,"P","M",26,12513.81,52
"98","M",31,"1",6381,44,"D","F",34,39474.09,39
"00","M",30,"2",31222,19,"P","M",54,39281.41,31
"01","M",83,"1",89929,18,"D","F",52,38094.71,30
"98","U",32,"2",115524,44,"D","F",27,575.21,50
"98","M",51,"4",6641,34,"D","F",49,25346.52,30
"00","B",34,"2",103206,43,"O","F",53,11307.02,31
"01","M",66,"4",70026,27,"O","F",18,30894.94,70
"00","M",87,"3",75736,16,"D","F",71,23744.01,50
"99","M",61,"3",80332,30,"O","F",44,38177.67,31
"98","M",37,"4",116233,24,"D","M",31,29669.27,44
"99","B",31,"3",5601,2,"P","M",44,14091.37,31
"02","M",81,"1",44872,1,"D","M",59,37651.59,34
"98","C",52,"1",94980,9,"O","M",67,4878.39,44
"01","B",89,"1",81467,16,"D","F",51,14603.33,30
"01","A",67,"1",113893,26,"P","F",50,16041.63,30
"02","M",76,"1",52668,24,"D","M",37,39237.09,36
"99","M",40,"2",107387,19,"O","M",48,35475.64,30
"01","A",56,"4",83519,32,"O","F",53,15880.24,31
"01","M",45,"0",4538,20,"P","M",51,32618.39,30
"99","B",36,"2",19547,23,"O","M",28,13965.7,48
"02","M",65,"4",106473,28,"D","F",23,28582.35,58
"98","M",87,"0",117294,4,"D","M",75,20348.44,58
"02","M",51,"0",117001,21,"D","M",73,30176.79,54
"01","M",63,"0",16847,2,"D","M",74,23522.37,56
"00","M",82,"4",98950,11,"O","M",77,27730.05,63
"99","M",60,"1",82121,30,"P","F",62,21531.52,37
"01","C",68,"2",1856,26,"O","F",76,4516.98,60
"99","M",57,"4",60546,32,"O","F",71,33848.14,50
"01","C",35,"0",57595,21,"D","F",68,4175.42,45
"00","C",74,"2",106854,21,"O","M",80,3446.12,70
"02","M",33,"0",1206,21,"P","M",64,34551.52,39
"01","M",36,"1",74652,12,"D","M",74,23589.7,56
"02","A",73,"0",14968,4,"D","M",21,18212.33,63
"99","M",33,"0",57176,44,"D","F",75,31857.74,58
"00","B",85,"3",44294,14,"P","M",25,14505.18,54
"01","A",45,"2",93115,13,"O","M",20,17967.77,65
"98","C",40,"0",80417,40,"O","F",40,8174.45,33
"00","M",47,"2",71152,14,"P","M",45,28442.95,31
"02","B",53,"4",53950,34,"P","F",20,11768.82,65
"00","B",39,"4",99929,40,"D","F",66,12770.02,42
"02","B",31,"0",24992,44,"D","F",39,14742.63,34
"01","A",59,"3",114548,30,"P","F",60,18456.27,35
"02","U",72,"1",96504,24,"O","F",47,1226.41,30
"01","A",41,"2",17498,40,"P","F",58,18483.49,33
"99","A",39,"0",94837,40,"D","F",36,15102.77,37
